timestamp,uri,x(m),y(m),z(m)
316233,radio://0/80/2M/E7E7E7E701,3.4920475482940674,4.1375532150268555,0.011855647899210453
316733,radio://0/80/2M/E7E7E7E701,3.4902801513671875,4.135097026824951,0.011348029598593712
317233,radio://0/80/2M/E7E7E7E701,3.4857912063598633,4.138904094696045,0.011225186288356781
317733,radio://0/80/2M/E7E7E7E701,3.4827306270599365,4.133512020111084,0.011492881923913956
318233,radio://0/80/2M/E7E7E7E701,3.48514461517334,4.13897180557251,0.010913831181824207
318733,radio://0/80/2M/E7E7E7E701,0.0,0.0,0.0
319233,radio://0/80/2M/E7E7E7E701,-3.4654054641723633,6.5538740158081055,0.011083504185080528
319733,radio://0/80/2M/E7E7E7E701,3.3176205158233643,4.160638809204102,0.009483314119279385
320233,radio://0/80/2M/E7E7E7E701,3.410977363586426,4.150081157684326,0.011153032071888447
320733,radio://0/80/2M/E7E7E7E701,3.431140422821045,4.153414249420166,0.01052140537649393
321233,radio://0/80/2M/E7E7E7E701,3.453226327896118,4.155117034912109,0.018814433366060257
321733,radio://0/80/2M/E7E7E7E701,3.408442974090576,4.065927982330322,0.017093170434236526
322233,radio://0/80/2M/E7E7E7E701,3.4290659427642822,4.151856899261475,0.08211102336645126
322733,radio://0/80/2M/E7E7E7E701,3.4711787700653076,4.147293567657471,0.16370889544487
323233,radio://0/80/2M/E7E7E7E701,3.487954616546631,4.1559224128723145,0.32095101475715637
323733,radio://0/80/2M/E7E7E7E701,3.5059304237365723,4.139285564422607,0.4680113196372986
324233,radio://0/80/2M/E7E7E7E701,3.49491810798645,4.0766520500183105,0.5895386338233948
324733,radio://0/80/2M/E7E7E7E701,3.4554367065429688,4.088046073913574,0.7161358594894409
325233,radio://0/80/2M/E7E7E7E701,3.4715027809143066,4.134276866912842,0.7660753130912781
325733,radio://0/80/2M/E7E7E7E701,3.519181728363037,4.199463367462158,0.7764362096786499
326233,radio://0/80/2M/E7E7E7E701,3.5570261478424072,4.1921772956848145,0.8344030380249023
326733,radio://0/80/2M/E7E7E7E701,3.566668748855591,4.1988301277160645,0.91863614320755
327233,radio://0/80/2M/E7E7E7E701,3.594923496246338,4.201666831970215,1.0068371295928955
327733,radio://0/80/2M/E7E7E7E701,3.6148080825805664,4.150162696838379,1.0835646390914917
328233,radio://0/80/2M/E7E7E7E701,3.6146366596221924,4.213230609893799,1.1752010583877563
328733,radio://0/80/2M/E7E7E7E701,3.773193359375,4.179306983947754,1.2624520063400269
329233,radio://0/80/2M/E7E7E7E701,3.654343843460083,4.17420768737793,1.3388580083847046
329733,radio://0/80/2M/E7E7E7E701,3.60221529006958,4.245227336883545,1.4271135330200195
330233,radio://0/80/2M/E7E7E7E701,3.6400256156921387,4.246774673461914,1.5020614862442017
330733,radio://0/80/2M/E7E7E7E701,3.6575725078582764,4.222312927246094,1.591332197189331
331233,radio://0/80/2M/E7E7E7E701,3.6291465759277344,4.196837425231934,1.676749348640442
331733,radio://0/80/2M/E7E7E7E701,3.699738025665283,4.1732988357543945,1.76042640209198
332233,radio://0/80/2M/E7E7E7E701,3.7583658695220947,4.121096134185791,1.7684394121170044
332733,radio://0/80/2M/E7E7E7E701,3.7499310970306396,4.086514472961426,1.7625823020935059
333233,radio://0/80/2M/E7E7E7E701,3.707209825515747,4.124346733093262,1.761395812034607
333733,radio://0/80/2M/E7E7E7E701,3.617384672164917,4.074087619781494,1.7553573846817017
334233,radio://0/80/2M/E7E7E7E701,3.553560495376587,4.0623955726623535,1.7546337842941284
334733,radio://0/80/2M/E7E7E7E701,3.659017562866211,4.089951515197754,1.7580491304397583
335233,radio://0/80/2M/E7E7E7E701,3.738739252090454,4.086945056915283,1.730145812034607
335733,radio://0/80/2M/E7E7E7E701,3.685941457748413,4.100894451141357,1.7231472730636597
336233,radio://0/80/2M/E7E7E7E701,3.6502599716186523,4.082310676574707,1.6782339811325073
336733,radio://0/80/2M/E7E7E7E701,3.6436474323272705,4.090362548828125,1.5782257318496704
337233,radio://0/80/2M/E7E7E7E701,3.6505539417266846,4.089711666107178,1.4811701774597168
337733,radio://0/80/2M/E7E7E7E701,3.654613494873047,4.081674575805664,1.378008484840393
338233,radio://0/80/2M/E7E7E7E701,3.7206051349639893,4.059494972229004,1.2818609476089478
338733,radio://0/80/2M/E7E7E7E701,3.767369031906128,4.034968852996826,1.17888605594635
339233,radio://0/80/2M/E7E7E7E701,3.6767356395721436,4.04682731628418,1.1177066564559937
339733,radio://0/80/2M/E7E7E7E701,3.6729979515075684,4.124557971954346,1.0386995077133179
340233,radio://0/80/2M/E7E7E7E701,3.655986785888672,4.230354309082031,0.9439809322357178
340733,radio://0/80/2M/E7E7E7E701,3.6576430797576904,4.286208629608154,0.8581745028495789
341233,radio://0/80/2M/E7E7E7E701,3.710333824157715,4.140235900878906,0.7726607322692871
341733,radio://0/80/2M/E7E7E7E701,3.7474172115325928,4.0872907638549805,0.667572557926178
342233,radio://0/80/2M/E7E7E7E701,3.6970314979553223,4.084700584411621,0.6407797336578369
342733,radio://0/80/2M/E7E7E7E701,3.688899040222168,4.105820178985596,0.644962728023529
343233,radio://0/80/2M/E7E7E7E701,3.653446912765503,4.080099105834961,0.5745312571525574
343733,radio://0/80/2M/E7E7E7E701,3.664339542388916,4.016462802886963,0.4731753170490265
344233,radio://0/80/2M/E7E7E7E701,3.673069477081299,4.037230014801025,0.37419381737709045
344733,radio://0/80/2M/E7E7E7E701,3.686959981918335,4.136772155761719,0.2708760201931
345233,radio://0/80/2M/E7E7E7E701,3.701833963394165,4.117659568786621,0.17279550433158875
345733,radio://0/80/2M/E7E7E7E701,3.707646131515503,4.134166240692139,0.060812901705503464
