File size: 1184376
Lost sync @ 0, recovered after 23376 bytes
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29040527, 51.65959
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29035282, 51.699467
full-rotation, 6, -0.9891422, -0.9912255, -0.9859903, -0.9880736, -0.7650218, -0.76384664, -0.7600541, -0.7588253, 51.703465
full-rotation, 6, -0.9890888, -0.9912255, -0.9859903, -0.9880204, -0.7650218, -0.76384664, -0.7601075, -0.7588253, 51.72307
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29035282, 51.75928
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 51.779217
full-rotation, 6, -0.9890888, -0.9912255, -0.9859903, -0.9880204, -0.7649684, -0.76379323, -0.7600541, -0.75877213, 51.801483
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 51.83903
full-rotation, 6, -0.9890888, -0.9912255, -0.9859903, -0.9880204, -0.7650218, -0.76379323, -0.7600541, -0.75877213, 51.84069
full-rotation, 1, -0.14859045, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29571033, -0.28625584, -0.29035282, 51.858967
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29571033, -0.28625584, -0.29040527, 51.878902
full-rotation, 1, -0.14859045, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29571033, -0.28625584, -0.29035282, 51.89884
full-rotation, 1, -0.14859045, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29571033, -0.28625584, -0.29035282, 51.918777
full-rotation, 6, -0.9891422, -0.9912255, -0.9859371, -0.9880204, -0.7649684, -0.76379323, -0.7600541, -0.75877213, 51.938713
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 51.938717
full-rotation, 6, -0.9891422, -0.9912789, -0.9859903, -0.9880204, -0.7650218, -0.76379323, -0.7600541, -0.7588253, 52.03673
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.038403
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.058342
full-rotation, 6, -0.9891422, -0.9912255, -0.9859903, -0.9880204, -0.76507497, -0.76379323, -0.7600541, -0.75877213, 52.07594
full-rotation, 6, -0.9891422, -0.9912255, -0.9859903, -0.9880204, -0.7650218, -0.76384664, -0.7600541, -0.75877213, 52.095543
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29040527, 52.118153
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.138092
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.177967
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.197903
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29035282, 52.317528
full-rotation, 6, -0.9891422, -0.9911721, -0.9859903, -0.9880736, -0.7650218, -0.76379323, -0.7601075, -0.75877213, 52.33079
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29035282, 52.337467
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 52.357403
full-rotation, 6, -0.9890888, -0.9912255, -0.9859371, -0.9880736, -0.76491475, -0.76374006, -0.7600541, -0.75877213, 52.37
full-rotation, 1, -0.14859045, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29571033, -0.28625584, -0.29035282, 52.397278
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 52.417213
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.437153
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29035282, 52.496964
full-rotation, 6, -0.9891422, -0.9912255, -0.9859903, -0.9880204, -0.76507497, -0.76379323, -0.7600541, -0.7588253, 52.50723
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 52.516903
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.53684
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 52.556778
full-rotation, 6, -0.9890888, -0.9912255, -0.9859371, -0.9880204, -0.7649684, -0.76379323, -0.7601075, -0.75877213, 52.56604
full-rotation, 1, -0.14859045, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.576714
full-rotation, 6, -0.9891422, -0.9912255, -0.9859903, -0.9880204, -0.76491475, -0.76384664, -0.7600541, -0.75877213, 52.585644
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29040527, 52.656464
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.676403
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29030013, 52.716278
full-rotation, 6, -0.9891422, -0.9912255, -0.9859903, -0.9880204, -0.7650218, -0.76379323, -0.7601075, -0.75877213, 52.742477
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29030013, 52.756153
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 52.77609
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29040527, 52.79603
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 52.815964
full-rotation, 6, -0.9890888, -0.9912255, -0.9859371, -0.9880204, -0.76491475, -0.76379323, -0.7600541, -0.75877213, 52.820892
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29571033, -0.2863083, -0.29035282, 52.8359
full-rotation, 6, -0.9890888, -0.9912789, -0.9859903, -0.9880204, -0.7649684, -0.76384664, -0.7600541, -0.75877213, 52.840496
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.85584
full-rotation, 6, -0.9890888, -0.9911721, -0.9859903, -0.9880736, -0.76491475, -0.76379323, -0.7600541, -0.75877213, 52.8601
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 52.875774
full-rotation, 6, -0.9891422, -0.9912255, -0.9859903, -0.9880736, -0.7650218, -0.76384664, -0.7600541, -0.75877213, 52.879704
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.91565
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.93559
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 52.955524
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.975464
full-rotation, 1, -0.14859045, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 52.9954
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29030013, 53.01534
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.055214
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.07515
full-rotation, 6, -0.9890888, -0.9912255, -0.9859903, -0.9880204, -0.76491475, -0.76384664, -0.7600541, -0.75877213, 53.075745
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.09509
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.134964
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.1549
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 53.17484
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.194775
full-rotation, 6, -0.9890888, -0.9912255, -0.9859371, -0.9880736, -0.76491475, -0.76384664, -0.7600541, -0.75877213, 53.212975
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.214714
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.23465
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.29446
full-rotation, 6, -0.9891422, -0.9911721, -0.9859903, -0.9880204, -0.76491475, -0.76379323, -0.7600541, -0.75877213, 53.310993
full-rotation, 6, -0.9890888, -0.9911721, -0.9859371, -0.9880204, -0.76491475, -0.76384664, -0.7600541, -0.75877213, 53.330597
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29030013, 53.334335
full-rotation, 2, 0.5254755, 0.5279546, 0.5198848, 0.52220535, 0.4390626, 0.4389572, 0.4329443, 0.43273306, 53.33978
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.354275
full-rotation, 6, -0.9891422, -0.9911721, -0.9859903, -0.9880736, -0.7649684, -0.76379323, -0.7600541, -0.75877213, 53.369804
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 53.37421
full-rotation, 6, -0.9890888, -0.9912255, -0.9859903, -0.9880736, -0.76491475, -0.76384664, -0.7600541, -0.75877213, 53.38941
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29571033, -0.28625584, -0.29035282, 53.39415
full-rotation, 6, -0.9891422, -0.9912255, -0.9859903, -0.9880736, -0.7649684, -0.76379323, -0.7601075, -0.75877213, 53.409016
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.414085
full-rotation, 6, -0.9890888, -0.9912255, -0.9859371, -0.9880204, -0.7650218, -0.76384664, -0.7600541, -0.75877213, 53.42862
full-rotation, 1, -0.14859045, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29571033, -0.28625584, -0.29035282, 53.434025
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 53.45396
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.4739
full-rotation, 6, -0.9890888, -0.9912255, -0.9859371, -0.9880204, -0.76491475, -0.76379323, -0.7600541, -0.75877213, 53.507034
full-rotation, 6, -0.9891422, -0.9912789, -0.98604393, -0.9880736, -0.76507497, -0.76384664, -0.7601607, -0.75887895, 53.54624
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29035282, 53.55365
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.573586
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29040527, 53.593525
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29040527, 53.61346
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29571033, -0.28625584, -0.29035282, 53.6334
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29040527, 53.653336
full-rotation, 6, -0.9890888, -0.9912255, -0.9859371, -0.9880736, -0.7649684, -0.76379323, -0.7600541, -0.75877213, 53.663868
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29035282, 53.673275
full-rotation, 6, -0.9890888, -0.9912255, -0.9859371, -0.9880204, -0.7650218, -0.76384664, -0.7601075, -0.75877213, 53.68347
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.69321
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 53.733086
full-rotation, 6, -0.9890888, -0.9912255, -0.9859903, -0.9880736, -0.7649684, -0.76384664, -0.7600541, -0.75877213, 53.742283
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.75302
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.812836
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.29156065, -0.29565787, -0.28625584, -0.29035282, 53.83277
full-rotation, 6, -0.9891422, -0.9912789, -0.9859903, -0.9880204, -0.7649684, -0.76379323, -0.7600541, -0.7588253, 53.859905
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28620338, -0.29035282, 53.892586
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 53.952396
full-rotation, 1, -0.14853787, -0.15289748, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29040527, 53.972336
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 54.032146
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 54.052086
full-rotation, 6, -0.9890888, -0.9911721, -0.9859903, -0.9880204, -0.7649684, -0.76379323, -0.7600541, -0.75877213, 54.055946
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 54.07202
full-rotation, 1, -0.14853787, -0.1528449, -0.15163696, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 54.111897
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 54.131836
full-rotation, 1, -0.14853787, -0.1528449, -0.15158427, -0.1558913, -0.2915082, -0.29565787, -0.28625584, -0.29035282, 54.15177
